id,price
54473,140.61729997153776
9950,95.2774472767322
50751,94.98154946371362
22699,183.46232213914791
11075,116.94255707222999
41559,190.87536734492386
64769,152.45312669396628
41983,224.35103261499415
888,56.210347442514745
41209,138.18570294059256
49663,145.55844488318132
7649,84.1644521792399
43901,59.99863178365837
39421,58.135005072984626
53958,61.079728592141265
59809,102.89319007782066
66665,36.65876126315271
49258,264.7334044198422
7551,176.36700143811996
39916,135.70043756950426
67126,228.49134423061417
69132,92.76356746073506
28896,56.37635162954723
26526,241.81282027570705
31300,192.1045829454322
12417,237.1312107094418
35805,90.05929313961664
3143,74.64185107734498
66205,-23.218425160867554
3325,13.246921840277025
52218,69.83306353684243
41622,168.4682864581233
6283,155.06525253117573
60395,155.89493037538972
21655,119.51685170201873
48846,200.17863485703083
18065,115.82920490049361
15667,115.33751866029024
34022,165.76401213700487
56135,180.95570273660712
33326,202.5478372463295
40264,155.65331178961958
52989,72.85566865456285
68568,219.05468325068983
66202,26.200975882375133
31558,129.80020268706403
1854,125.09176608236893
36450,78.81579019700997
40854,95.22739258381529
46729,325.7952748480473
47715,157.86167533620312
23693,157.33434515530246
27848,149.60125214718715
20195,139.20756124396047
40204,170.98960359603288
17839,221.75116900456723
63071,111.8172287363419
4333,82.75467404070025
12930,67.62586937799085
4601,158.70214103872343
55392,203.85731212521299
12813,115.33751866029024
23360,220.33208705272227
24944,113.74017297301076
41036,161.37419293272282
18630,75.22638628992581
67558,500.65470698500553
47717,135.30370834304483
46526,79.44089749387004
50607,102.89319007782066
11945,138.65055501072436
69353,334.3414126376633
33311,311.9543825448863
31792,312.18796343820543
11700,300.99264869712283
56107,230.6952496997183
11969,156.38661661559308
10819,65.65373049511396
57160,69.34137729663908
56594,160.41834943166086
47004,176.2699857193065
16919,65.26445555593321
10607,132.68609001158507
12455,80.54208595978518
7084,232.2649311541099
26472,79.30747643721332
823,92.02603810043004
17580,81.61468725190997
39116,168.61349203860644
62236,165.5663572184272
45389,66.14541673531733
38733,118.39282870858867
50405,79.55871347937848
17328,202.3593194855687
45957,187.33292612388186
25397,63.327673630604465
56812,188.1710930238054
58109,197.2228337631648
22065,119.27100858191704
39042,88.99360101561962
47501,280.60289561783725
13487,65.51029867603489
30029,243.413811362935
16782,86.66514950593255
17661,112.87369353721003
32089,75.51919209606969
43257,41.56649864721328
13003,145.72942264697133
51181,295.32427538482443
605,166.21794677448253
68808,54.477321306944134
49513,104.6186642702575
9217,35.06467418545179
53657,127.56439408330363
3870,18.28211615265036
45564,303.6259326661369
17635,143.10256534262606
6577,156.87830285579645
52996,244.99408310166004
44985,157.61583221610147
51613,450.04276249339557
1264,77.98301721914991
29559,111.15818561856179
3024,52.018123861475885
39316,193.97431052728652
54685,165.62707344855653
20615,154.3323584579699
32795,65.51029867603489
63218,57.05461521361883
25733,216.09917188740627
50303,149.47978872990083
4366,181.15511132445127
3476,70.21667491551483
6376,325.530442252865
14999,307.8133701230769
24355,62.954850096059005
49612,64.28108307552651
54322,95.22739258381529
18201,509.6585126920638
39727,82.50883092059858
50561,94.24402010340859
14248,153.7452282313675
6932,173.90999305434235
28963,87.09459081711509
61733,61.72024057348716
45606,92.76356746073506
66007,203.18295530561193
25966,63.09466175447869
12651,172.6829764573999
57647,155.64908725528807
50926,110.15958724900159
62937,219.5463694908932
53738,148.2737936522378
51006,341.9050573459859
19010,191.1212104650255
19322,82.75467404070025
25063,156.87830285579645
51929,163.95717049204342
62027,57.432832670227725
56711,93.26064762300189
19629,198.91996007012526
63082,137.16804200283565
69938,68.8550849784992
69006,174.10814714058148
25041,148.02795053213615
48216,188.31688803320782
34062,69.26249922614127
17536,215.85872268936808
58055,205.29718345740002
54529,220.0648899011681
25476,186.10193676196943
41351,65.0614067152921
20287,38.46755546485059
28936,206.33739275328068
26547,181.4473889768105
18518,234.57276285258004
20739,69.37673425418721
43007,79.553319557315
34961,260.94652358441266
57539,209.22095844662283
36324,174.79492699869644
60208,187.57876924398354
40848,92.76356746073506
