user_id,product_id,rating
8765713110,1623200116759,10
8765713110,1623200116759,10
8765713110,1623200116759,10
8765713110,1623200116759,10
8765713110,1623200116759,10
8765713110,353472373254,9
8765713110,1623200116759,9
8765713110,1352859180594,9
8765713110,1623200116759,9
8765713110,1623200116759,9
8765713110,1623200116759,9
8765713110,1623200116759,9
8765713110,1259832854346,9
8765713110,455675136540,8
8765713110,1226847454658,8
8765713110,1226847454658,8
8765713110,1226847454658,8
8765713110,353472373254,8
8765713110,1352859180594,8
8765713110,729339380032,8
8765713110,1352859180594,8
8765713110,5161475820,8
8765713110,3492934944,8
8765713110,168901271552,8
8765713110,1144866503308,8
8765713110,9350101907,8
8765713110,9138411819,8
8765713110,3492934944,8
8765713110,1352859180594,8
8765713110,1259832854346,8
8765713110,628266534805,8
8765713110,3492934944,8
8765713110,353472373254,8
8765713110,1120458362819,7
8765713110,14045795006,7
8765713110,10008520100,7
8765713110,22426868464,6
66027886617,132845789692,9
66027886617,1213783153232,9
66027886617,361182436461,9
66027886617,534520949536,9
66027886617,472946282594,9
66027886617,1623200116759,9
66027886617,529336044067,9
66027886617,132845789692,9
66027886617,509061176988,8
66027886617,10055953908,8
66027886617,809206243860,8
66027886617,7276500000,8
66027886617,144047271550,8
66027886617,14590979970,8
66027886617,17912813121,8
66027886617,192897133482,8
66027886617,1161884704638,8
66027886617,1259832854346,8
66027886617,864092867482,8
66027886617,312023034552,8
66027886617,363788341785,8
66027886617,815267146463,8
66027886617,4319859438,8
66027886617,236483055094,8
66027886617,252213784524,8
66027886617,813350209708,8
66027886617,461612962424,8
66027886617,932855483152,8
66027886617,239991571385,8
66027886617,1242678113450,8
66027886617,1146116807584,8
66027886617,622518364668,8
66027886617,403640007958,8
66027886617,844835834810,8
66027886617,20419669256,8
66027886617,390746458284,8
66027886617,1043533663167,8
66027886617,14590979970,8
66027886617,48265218352,8
66027886617,457536193744,8
66027886617,168901271552,8
66027886617,1453084622730,8
66027886617,704994781302,8
66027886617,861496463766,8
66027886617,365461569748,8
66027886617,7968457000,8
66027886617,534520949536,8
66027886617,1151590935396,8
66027886617,547654445745,8
66027886617,1152621851712,8
66027886617,168901271552,8
66027886617,996776222134,8
66027886617,771100188180,8
66027886617,771100188180,8
66027886617,11881793493,8
66027886617,1039341612673,8
66027886617,1367792393950,8
66027886617,192897133482,8
66027886617,379521719184,8
66027886617,529336044067,8
66027886617,951466341888,8
66027886617,13497970780,8
66027886617,1144866503308,8
66027886617,379521719184,8
66027886617,3798658344,8
66027886617,1061651043952,8
66027886617,547654445745,8
66027886617,5549392695,8
66027886617,968048330684,8
66027886617,1144866503308,8
66027886617,768803688356,8
66027886617,502416393230,8
66027886617,1152621851712,8
66027886617,1092106060520,8
66027886617,5549392695,8
66027886617,1355744759649,8
66027886617,20419669256,8
66027886617,628266534805,8
66027886617,861496463766,8
66027886617,951466341888,8
66027886617,192897133482,8
66027886617,502416393230,8
66027886617,968048330684,8
66027886617,141533090600,8
66027886617,10040169867,8
66027886617,951466341888,8
66027886617,10394099940,8
66027886617,2247389145,8
66027886617,13702973868,8
66027886617,7627444608,8
66027886617,2247389145,8
66027886617,502416393230,8
66027886617,353472373254,8
66027886617,20435575908,8
66027886617,2247389145,8
66027886617,5612311364,8
66027886617,14590979970,8
66027886617,13702973868,8
66027886617,3492934944,8
66027886617,16213837185,7
66027886617,657126898956,7
66027886617,1390251992805,7
66027886617,951490993102,7
66027886617,1346124069442,7
66027886617,1160293329753,7
66027886617,207416749581,7
66027886617,24799968396,7
66027886617,502416393230,7
66027886617,696275559264,7
66027886617,153927684900,7
66027886617,2247389145,7
66027886617,660319144980,7
66027886617,1411713709413,7
66027886617,363788341785,7
66027886617,841521281216,7
66027886617,17912813121,7
66027886617,16213837185,7
66027886617,1307139162615,7
66027886617,16213837185,7
66027886617,930118656629,7
66027886617,728928312294,7
66027886617,930118656629,7
66027886617,252307402200,7
66027886617,682537140299,7
66027886617,537852601146,7
66027886617,1247701782800,7
66027886617,861496463766,7
66027886617,1459593526050,7
66027886617,502162311168,7
66027886617,123703530087,7
66027886617,669020687888,7
66027886617,688067439402,7
66027886617,1576030475942,7
66027886617,753788500030,7
66027886617,535906343643,7
66027886617,547654445745,7
66027886617,878994567000,7
66027886617,1056192789627,7
66027886617,5895394920,7
66027886617,830841810740,7
66027886617,6263799886,7
66027886617,1367792393950,7
66027886617,647729499879,7
66027886617,348271138250,7
66027886617,8188151885,7
66027886617,431008392864,7
66027886617,663203569580,7
66027886617,263629110834,7
66027886617,502416393230,7
66027886617,547654445745,7
66027886617,648458852370,7
66027886617,8188151885,7
66027886617,21276889920,7
66027886617,5746844786,7
66027886617,913877352460,7
66027886617,8188151885,7
66027886617,12853647180,7
66027886617,2247389145,7
66027886617,704994781302,7
66027886617,5895394920,7
66027886617,870922947616,7
66027886617,1242712937400,7
66027886617,728928312294,7
66027886617,12853647180,7
66027886617,1117481419269,7
66027886617,5549392695,7
66027886617,2247389145,7
66027886617,12029143068,7
66027886617,1324400722918,7
66027886617,840455256462,7
66027886617,6263799886,7
66027886617,1323664434113,7
66027886617,316684186180,7
66027886617,238489846848,7
66027886617,817777646991,7
66027886617,1022424080914,7
66027886617,1434387929282,7
66027886617,6763055378,7
66027886617,1151590935396,7
66027886617,855783400612,7
66027886617,1039341612673,7
66027886617,345946061328,7
66027886617,446406796089,7
66027886617,771797912300,7
66027886617,1771944056,7
66027886617,654091338530,7
66027886617,10040169867,7
66027886617,13702973868,7
66027886617,622889398813,7
66027886617,534520949536,7
66027886617,693745756812,7
66027886617,11887374789,7
66027886617,9057909600,7
66027886617,13497970780,7
66027886617,647729499879,7
66027886617,12853647180,7
66027886617,20433591111,7
66027886617,1144866503308,7
66027886617,10500499205,7
66027886617,6263799886,7
66027886617,5709080448,7
66027886617,419468134650,7
66027886617,5612311364,7
66027886617,17155133338,7
66027886617,5895394920,7
66027886617,647729499879,7
66027886617,9128963994,7
66027886617,651518119896,7
66027886617,9876884388,7
66027886617,13734745454,7
66027886617,20435575908,7
66027886617,26017434967,7
66027886617,10040169867,7
66027886617,26017434967,7
66027886617,20433591111,7
66027886617,43272403993,7
66027886617,62868249054,7
66027886617,26017434967,7
66027886617,5895394920,7
66027886617,11887374789,7
66027886617,60841216445,7
66027886617,5670047700,7
66027886617,709443969316,6
66027886617,29244027994,6
66027886617,3506577921,6
66027886617,8253284130,6
66027886617,10500499205,6
66027886617,304814642800,6
66027886617,263629110834,6
66027886617,14930728722,6
66027886617,404079077940,6
66027886617,647729499879,6
66027886617,13163806032,6
66027886617,14949773800,6
66027886617,11733342569,6
